"","x"
"1",1.50021106981866
"2",1.40906469326933
"3",1.3007880087782
"4",0.655981348158032
"5",1.68942846629539
"6",0.904920334411111
"7",1.01418456039111
"8",1.02035886083872
"9",1.01033000656506
"10",0.488486396427528
"11",0.822383412280445
"12",0.795492067589494
"13",1.03954593104357
"14",0.97931019804594
"15",1.54349069966275
"16",0.21170921358445
"17",1.13496743742407
"18",0.983299203866177
"19",0.645262070346723
"20",0.967188757469955
"21",1.13482445169097
"22",0.963267799676758
"23",1.00084369586892
"24",0.99458281271583
